customerID;Churn;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;Charges.Monthly;Charges.Total;Cuentas_Diarias;;
6771-XWBDM;Yes;Female;0.0;Yes;No;57.0;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);104,5;5921,35;34.833.333.333.333.300;;
6772-KSATR;Yes;Male;0.0;No;No;1.0;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;81,7;81,7;27.233.333.333.333.300;;
6772-WFQRD;No;Male;0.0;No;Yes;40.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);20,4;854,9;0.6799999999999999;;
6773-LQTVT;No;Female;1.0;Yes;Yes;29.0;No;No phone service;DSL;No;Yes;Yes;No;No;No;Month-to-month;Yes;Mailed check;35,65;1025,15;11.883.333.333.333.300;;
6776-TLWOI;Yes;Male;0.0;No;No;3.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,85;64,55;0.6616666666666667;;
6777-TGHTM;Yes;Female;0.0;No;No;53.0;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);106,95;5785,5;3.565;;
6778-EICRF;No;Male;0.0;Yes;Yes;24.0;Yes;Yes;DSL;Yes;No;No;No;Yes;Yes;One year;No;Mailed check;74,8;1821,2;2.493.333.333.333.330;;
6778-JFCMK;No;Male;0.0;No;No;24.0;No;No phone service;DSL;Yes;No;No;No;Yes;Yes;One year;Yes;Mailed check;50,6;1288,75;16.866.666.666.666.600;;
6778-YSNIH;No;Female;0.0;No;No;2.0;Yes;No;DSL;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;59;114,15;19.666.666.666.666.600;;
6784-XYJAE;No;Female;0.0;No;No;36.0;Yes;Yes;DSL;No;No;Yes;No;No;No;One year;No;Electronic check;55,8;1941,5;18.599.999.999.999.900;;
6786-OBWQR;No;Female;0.0;Yes;Yes;5.0;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;80,85;356,1;2.695;;
6789-HJBWG;No;Female;0.0;No;No;12.0;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;49,4;611,65;16.466.666.666.666.600;;
6791-YBNAK;No;Male;0.0;Yes;Yes;18.0;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);25,55;467,85;0.8516666666666667;;
6794-HKIAJ;No;Male;0.0;No;No;62.0;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;No;Month-to-month;No;Bank transfer (automatic);90,7;5586,45;30.233.333.333.333.300;;
6797-LNAQX;Yes;Male;0.0;Yes;Yes;70.0;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Two year;No;Bank transfer (automatic);98,3;6859,5;32.766.666.666.666.600;;
6797-UCJHZ;No;Female;1.0;Yes;No;66.0;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;No;Credit card (automatic);104,6;6819,45;34.866.666.666.666.600;;
6804-GDMOI;Yes;Female;0.0;No;No;61.0;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;106,6;6428,4;35.533.333.333.333.300;;
6806-YDEUL;No;Female;1.0;No;No;6.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);19,5;106,8;0.65;;
6807-SIWJI;No;Male;0.0;No;No;38.0;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;Yes;One year;Yes;Electronic check;104,85;3887,25;34.949.999.999.999.900;;
6810-VCAEX;No;Female;0.0;No;No;47.0;No;No phone service;DSL;Yes;Yes;No;Yes;No;No;One year;No;Credit card (automatic);39,65;1798,65;13.216.666.666.666.600;;
6813-GZQCG;No;Female;0.0;Yes;Yes;45.0;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);24,65;1171,3;0.8216666666666667;;
6814-ZPWFQ;No;Male;1.0;No;No;51.0;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);25;1260,7;0.8333333333333334;;
6815-ABQFQ;No;Male;0.0;Yes;No;56.0;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;One year;Yes;Electronic check;107,25;6033,3;3.575;;
6817-WTYHE;No;Male;0.0;No;No;2.0;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);44,9;111,05;14.966.666.666.666.600;;
6818-DJXAA;No;Female;0.0;No;Yes;10.0;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;No;Month-to-month;Yes;Electronic check;91,1;964,35;30.366.666.666.666.600;;
6818-WOBHJ;Yes;Female;1.0;Yes;No;68.0;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);89,6;6127,6;29.866.666.666.666.600;;
6821-BUXUX;Yes;Female;0.0;No;No;13.0;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;96,65;1244,5;32.216.666.666.666.600;;
6821-JPCDC;No;Female;0.0;Yes;No;48.0;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;97,05;4692,95;3.235;;
6823-SIDFQ;No;Male;0.0;No;No;28.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);18,25;534,7;0.6083333333333333;;
6825-UYPFK;Yes;Female;0.0;No;No;23.0;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);75,6;1758,6;2.52;;
6827-IEAUQ;No;Female;0.0;Yes;Yes;27.0;Yes;No;DSL;Yes;Yes;Yes;Yes;No;No;One year;No;Mailed check;66,15;1874,45;2.205;;
6828-HMKWP;No;Male;0.0;Yes;Yes;12.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);21,05;262,05;0.7016666666666667;;
6833-JMZYP;No;Female;0.0;No;No;15.0;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);94;1505,45;31.333.333.333.333.300;;
6834-NXDCA;Yes;Female;0.0;No;No;13.0;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;23,9;300,8;0.7966666666666666;;
6837-BJYDQ;No;Male;0.0;No;No;3.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;19,6;61,35;0.6533333333333334;;
6837-HAEVO;No;Male;0.0;Yes;Yes;69.0;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Electronic check;105;7297,75;3.5;;
6838-HVLXG;No;Female;0.0;No;No;12.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,3;246,7;0.6766666666666666;;
6838-YAUVY;No;Female;0.0;No;No;54.0;Yes;Yes;Fiber optic;No;No;Yes;Yes;No;Yes;Two year;Yes;Bank transfer (automatic);95,1;5064,85;3.17;;
6839-ITVZJ;Yes;Female;0.0;Yes;Yes;26.0;Yes;Yes;DSL;No;Yes;No;Yes;No;No;Month-to-month;Yes;Electronic check;60,05;1616,15;20.016.666.666.666.600;;
6840-RESVB;No;Male;0.0;Yes;Yes;24.0;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;One year;Yes;Mailed check;84,8;1990,5;28.266.666.666.666.600;;
6844-DZKRF;No;Male;0.0;No;No;2.0;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Credit card (automatic);50,2;109,25;16.733.333.333.333.300;;
6845-RGTYS;Yes;Female;0.0;Yes;No;47.0;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;98,75;4533,7;32.916.666.666.666.600;;
6847-KJLTS;No;Female;1.0;Yes;No;58.0;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);100,4;5749,8;33.466.666.666.666.600;;
6848-HJTXY;No;Female;0.0;Yes;No;64.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19,45;1208,6;0.6483333333333333;;
6848-YLDFR;No;Male;0.0;Yes;Yes;58.0;Yes;No;DSL;No;Yes;No;Yes;Yes;Yes;One year;Yes;Credit card (automatic);75,2;4300,8;2.506.666.666.666.660;;
6849-OYAMU;Yes;Male;0.0;Yes;Yes;19.0;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;Yes;One year;No;Bank transfer (automatic);100;1888,65;33.333.333.333.333.300;;
6849-WLEYG;Yes;Male;0.0;No;Yes;1.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,75;19,75;0.6583333333333333;;
6851-WEFYX;No;Male;1.0;Yes;No;35.0;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;100,8;3437,5;3.36;;
6854-EXGSF;No;Female;0.0;No;No;8.0;Yes;Yes;DSL;Yes;Yes;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);65,5;573,15;2.183.333.333.333.330;;
6855-VLGOS;No;Male;0.0;Yes;Yes;72.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Electronic check;20,55;1432,55;0.685;;
6856-RAURS;No;Female;0.0;No;No;2.0;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;74,9;136,05;2.496.666.666.666.660;;
6857-TKDJV;No;Male;0.0;Yes;Yes;67.0;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);24,65;1620,45;0.8216666666666667;;
6857-VWJDT;Yes;Female;0.0;No;No;1.0;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Mailed check;95,65;95,65;31.883.333.333.333.300;;
6859-QNXIQ;No;Female;0.0;Yes;Yes;72.0;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);113,1;8248,5;3.77;;
6859-RKMZJ;No;Male;0.0;Yes;No;11.0;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);55,05;608,15;1.835;;
6860-YRJZP;No;Male;1.0;No;No;9.0;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;74,05;678,45;24.683.333.333.333.300;;
6861-OKBCE;Yes;Female;0.0;No;Yes;11.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);20,1;221,35;0.67;;
6861-XWTWQ;Yes;Male;1.0;Yes;No;7.0;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;99,25;665,45;3.308.333.333.333.330;;
6862-CQUMB;No;Male;0.0;No;No;37.0;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);96,1;3646,8;3.203.333.333.333.330;;
6865-JZNKO;No;Female;0.0;No;No;30.0;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);55,3;1530,6;18.433.333.333.333.300;;
6867-ACCZI;No;Female;0.0;Yes;Yes;24.0;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Mailed check;52,5;1208,15;1.75;;
6869-FGJJC;No;Male;0.0;No;No;68.0;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;One year;No;Credit card (automatic);79,6;5461,45;26.533.333.333.333.300;;
6870-ECSHE;No;Female;0.0;No;No;2.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20,45;34,8;0.6816666666666666;;
6870-ZWMNX;No;Male;0.0;Yes;No;70.0;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;No;Two year;No;Credit card (automatic);76,1;5264,25;25.366.666.666.666.600;;
6872-HXFNF;No;Female;0.0;Yes;No;64.0;Yes;Yes;DSL;No;No;Yes;Yes;No;No;One year;No;Bank transfer (automatic);58,35;3756,45;1.945;;
6873-UDNLD;No;Male;0.0;No;No;40.0;Yes;No;DSL;Yes;No;Yes;No;No;Yes;Month-to-month;No;Electronic check;67,45;2731;22.483.333.333.333.300;;
6874-SGLHU;No;Male;0.0;No;No;30.0;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;One year;Yes;Bank transfer (automatic);97;3021,3;32.333.333.333.333.300;;
6876-ADESB;Yes;Male;0.0;No;Yes;1.0;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;No;Electronic check;48,95;48,95;16.316.666.666.666.600;;
6877-LGWXO;Yes;Male;1.0;Yes;No;18.0;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;78,55;1422,65;2.618.333.333.333.330;;
6877-TJMBR;Yes;Male;0.0;Yes;No;1.0;Yes;No;Fiber optic;No;No;No;Yes;Yes;No;Month-to-month;Yes;Electronic check;84,8;84,8;28.266.666.666.666.600;;
6878-GGDWG;No;Female;0.0;Yes;No;32.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);19,4;641,15;0.6466666666666666;;
6885-PKOAM;No;Female;0.0;Yes;No;71.0;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);85,75;6223,8;28.583.333.333.333.300;;
6888-SBYAI;No;Male;0.0;No;No;1.0;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Mailed check;50,7;50,7;16.900.000.000.000.000;;
6890-PFRQX;No;Male;0.0;No;No;18.0;Yes;Yes;DSL;Yes;No;Yes;No;Yes;No;Month-to-month;No;Mailed check;69,5;1199,4;2.316.666.666.666.660;;
6891-JPYFF;No;Female;0.0;Yes;Yes;48.0;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);105,25;4997,5;35.083.333.333.333.300;;
6892-BOGQE;No;Female;0.0;Yes;No;71.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);20,9;1493,2;0.6966666666666667;;
6892-EZDTG;Yes;Female;0.0;Yes;No;4.0;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;91,65;365,4;3.055;;
6892-XPFPU;Yes;Male;1.0;Yes;No;24.0;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;104,25;2433,9;3.475;;
6893-ODYYE;No;Male;0.0;No;No;50.0;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;No;No;One year;Yes;Credit card (automatic);90,1;4549,45;3.003.333.333.333.330;;
6894-LFHLY;Yes;Male;1.0;No;No;1.0;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;75,75;75,75;2.525;;
6896-SRVYQ;No;Male;1.0;No;No;44.0;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;No;Electronic check;73,85;3122,4;24.616.666.666.666.600;;
6897-RWMUB;No;Male;0.0;Yes;Yes;61.0;Yes;No;DSL;Yes;Yes;Yes;Yes;No;No;Two year;Yes;Bank transfer (automatic);68,05;4158,25;2.268.333.333.333.330;;
6897-UUBNU;No;Male;0.0;No;No;29.0;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;No;Month-to-month;No;Mailed check;89,65;2623,65;29.883.333.333.333.300;;
6898-MDLZW;No;Male;0.0;No;No;12.0;Yes;No;DSL;No;Yes;No;Yes;No;No;Month-to-month;Yes;Mailed check;53,75;648,65;17.916.666.666.666.600;;
6898-RBTLU;No;Female;0.0;Yes;Yes;49.0;Yes;Yes;DSL;No;Yes;No;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);79,3;3902,45;2.643.333.333.333.330;;
6899-PPEEA;Yes;Female;1.0;No;No;37.0;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;96,55;3580,3;32.183.333.333.333.300;;
6900-PXRMS;Yes;Male;1.0;Yes;Yes;26.0;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;No;Electronic check;105,75;2710,25;3.525;;
6900-RBKER;No;Male;0.0;No;No;52.0;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Two year;Yes;Credit card (automatic);89,45;4577,75;2.981.666.666.666.660;;
6901-GOGZG;No;Male;0.0;No;Yes;60.0;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;84,95;4984,85;28.316.666.666.666.600;;
6904-JLBGY;No;Female;1.0;No;No;72.0;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);117,35;8436,25;39.116.666.666.666.600;;
6905-NIQIN;Yes;Male;0.0;No;No;1.0;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;No;Mailed check;50,65;50,65;16.883.333.333.333.300;;
6906-ANDWJ;Yes;Male;0.0;Yes;Yes;15.0;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);74,9;1107,25;2.496.666.666.666.660;;
6906-MPARY;No;Male;0.0;No;No;40.0;Yes;No;Fiber optic;No;Yes;No;Yes;No;Yes;One year;Yes;Credit card (automatic);89,6;3488,15;29.866.666.666.666.600;;
6907-CQGPN;No;Male;0.0;No;No;29.0;No;No phone service;DSL;No;Yes;No;Yes;No;No;Month-to-month;No;Electronic check;34,3;1004,75;11.433.333.333.333.300;;
6907-FLBER;No;Male;0.0;No;No;1.0;Yes;Yes;DSL;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;54,3;54,3;18.099.999.999.999.900;;
6907-NZZIJ;Yes;Female;0.0;No;No;36.0;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;99,15;3615,6;3.305;;
6908-VVYHM;No;Male;0.0;Yes;No;65.0;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;90,65;5931;3.021.666.666.666.660;;
6910-HADCM;Yes;Female;0.0;No;No;1.0;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;No;Electronic check;76,35;76,35;2.545;;
6916-HIJSE;No;Female;0.0;No;No;65.0;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);84,85;5459,2;2.828.333.333.333.330;;
6917-FIJHC;No;Female;0.0;Yes;No;72.0;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;26;1776;0.8666666666666667;;
6917-IAYHD;No;Male;0.0;No;Yes;1.0;No;No phone service;DSL;No;Yes;No;Yes;No;No;Month-to-month;No;Mailed check;33,6;33,6;1.12;;
6917-YACBP;No;Female;1.0;No;No;59.0;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;89,75;5496,9;29.916.666.666.666.600;;
6918-UMQCG;No;Female;0.0;No;No;5.0;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Electronic check;80,2;384,25;26.733.333.333.333.300;;
6919-ELBGL;No;Male;1.0;Yes;Yes;72.0;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);114,95;8196,4;38.316.666.666.666.600;;
6921-OZMFH;No;Male;0.0;Yes;Yes;5.0;Yes;Yes;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;55,7;259,4;18.566.666.666.666.600;;
6922-NCEDI;No;Male;0.0;No;Yes;56.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;21,2;1238,65;0.7066666666666667;;
6923-AQONU;No;Male;0.0;Yes;Yes;23.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20,9;454;0.6966666666666667;;
6923-EFPNL;Yes;Male;0.0;No;No;4.0;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);51,75;201,1;1.725;;
6923-JHPMP;No;Female;0.0;No;No;2.0;Yes;No;Fiber optic;Yes;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;80,45;137,1;26.816.666.666.666.600;;
6924-TDGMT;No;Male;0.0;Yes;No;11.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;20,55;184,95;0.685;;
6925-BAYGL;No;Female;1.0;Yes;No;53.0;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);25,1;1275,6;0.8366666666666667;;
6927-WTFIV;Yes;Male;1.0;No;No;20.0;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);71,3;1389,2;23.766.666.666.666.600;;
6928-ONTRW;No;Female;0.0;Yes;Yes;72.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19,7;1379,8;0.6566666666666666;;
6933-FHBZC;No;Female;0.0;No;No;26.0;Yes;No;DSL;No;Yes;Yes;No;No;No;One year;Yes;Mailed check;56,05;1553,2;18.683.333.333.333.300;;
6933-VLYFX;No;Male;0.0;Yes;Yes;31.0;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;One year;No;Electronic check;59,95;1848,8;19.983.333.333.333.300;;
6937-GCDGQ;No;Male;0.0;Yes;Yes;19.0;Yes;No;DSL;Yes;No;No;No;No;No;One year;Yes;Bank transfer (automatic);48,95;955,6;16.316.666.666.666.600;;
6941-KXRRV;No;Female;1.0;Yes;No;48.0;Yes;No;DSL;No;Yes;No;No;No;Yes;One year;Yes;Bank transfer (automatic);58,95;2789,7;1.965;;
6941-PMGEP;Yes;Female;0.0;No;No;5.0;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;80;412,5;26.666.666.666.666.600;;
6942-LBFDP;No;Female;0.0;No;No;2.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;20,55;33,6;0.685;;
6946-LMSQS;Yes;Male;1.0;Yes;No;25.0;Yes;Yes;Fiber optic;Yes;No;No;No;No;Yes;One year;Yes;Electronic check;89,05;2177,45;29.683.333.333.333.300;;
6950-TWMYB;No;Male;0.0;Yes;Yes;54.0;Yes;No;Fiber optic;No;Yes;No;Yes;No;No;Two year;Yes;Bank transfer (automatic);79,95;4362,05;2.665;;
6952-OMNWB;No;Male;1.0;Yes;No;68.0;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);80,35;5589,3;26.783.333.333.333.300;;
6953-PBDIN;No;Male;0.0;Yes;No;70.0;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;No;Two year;No;Bank transfer (automatic);72,95;5265,55;24.316.666.666.666.600;;
6954-OOYZZ;No;Male;0.0;Yes;No;18.0;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);44,35;768,05;14.783.333.333.333.300;;
6956-SMUCM;Yes;Female;0.0;No;No;3.0;Yes;No;Fiber optic;Yes;No;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);99;287,4;3.3;;
6959-GQEGV;No;Male;0.0;No;No;45.0;Yes;No;DSL;Yes;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;75,95;3273,8;25.316.666.666.666.600;;
6959-UWKHF;Yes;Male;0.0;No;No;1.0;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;42,9;42,9;1.43;;
6960-HVYXR;Yes;Female;0.0;No;No;1.0;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;76;76;2.533.333.333.333.330;;
6961-MJKBO;No;Male;0.0;No;No;47.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);20,45;943;0.6816666666666666;;
6961-VCPMC;Yes;Male;1.0;Yes;No;46.0;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;80,4;3605,2;2.68;;
6963-EZQEE;No;Male;1.0;Yes;No;70.0;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);88,55;6306,5;29.516.666.666.666.600;;
6963-KQYQB;No;Female;0.0;Yes;Yes;70.0;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;24,05;1764,75;0.8016666666666666;;
6967-PEJLL;No;Male;0.0;Yes;Yes;37.0;No;No phone service;DSL;Yes;No;Yes;Yes;No;No;One year;Yes;Electronic check;40,2;1525,35;1.34;;
6967-QIQRV;No;Male;0.0;Yes;Yes;15.0;Yes;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;One year;No;Electronic check;101,9;1667,25;3.396.666.666.666.660;;
6968-GMKPR;No;Female;0.0;No;No;55.0;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;81,55;4509,5;27.183.333.333.333.300;;
6968-MHOMU;No;Male;0.0;Yes;No;58.0;No;No phone service;DSL;No;No;No;No;Yes;Yes;One year;Yes;Credit card (automatic);45;2689,35;1.5;;
6968-URWQU;No;Male;0.0;Yes;No;43.0;Yes;No;DSL;No;No;No;No;Yes;No;One year;Yes;Mailed check;56,35;2391,15;18.783.333.333.333.300;;
6969-MVBAI;No;Female;1.0;No;No;9.0;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;90,1;816,8;3.003.333.333.333.330;;
6972-SNKKW;No;Female;0.0;No;No;6.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20;109,2;0.6666666666666666;;
6974-DAFLI;No;Female;0.0;Yes;No;55.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Electronic check;19,7;1140,05;0.6566666666666666;;
6976-BWGLQ;No;Female;0.0;Yes;Yes;72.0;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);25,2;1787,35;0.84;;
6979-TNDEU;No;Female;0.0;No;No;8.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,2;156,85;0.64;;
6979-ZNSFF;Yes;Female;0.0;No;No;8.0;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;87,05;762,1;29.016.666.666.666.600;;
6980-CDGFC;No;Female;0.0;Yes;No;67.0;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);20,85;1327,4;0.6950000000000001;;
